course_id,section_id,university,department
105979670,105967863,Troy University,HSTM
105979671,105967864,Troy University,HSTM
105979672,105967865,Troy University,HSTM
105979673,105967866,Troy University,HSTM
105979674,105967867,Troy University,HSTM
105979675,105967868,Troy University,HSTM
105979675,105967869,Troy University,HSTM
105979676,105967870,Troy University,HSTM
105979677,105967595,Troy University,HSTM
105979678,105967596,Troy University,HSTM
105979679,105967597,Troy University,HSTM
105979680,105967598,Troy University,HSTM
105979681,105967599,Troy University,HSTM
105979682,105967600,Troy University,HSTM
107844584,107832380,Troy University,HSTM
106814713,106794658,Troy University,HSTM
107844585,107832381,Troy University,HSTM
105979683,105967601,Troy University,HSTM
105979683,105967602,Troy University,HSTM
107262992,107261992,Troy University,IA
105075637,105061787,Troy University,IA
105075636,105061788,Troy University,IA
105979684,105967603,Troy University,IDS
105979685,105967604,Troy University,IDS
105979686,105967605,Troy University,IDS
105979686,105967606,Troy University,IDS
105979686,107832385,Troy University,IDS
107262991,107261993,Troy University,IDS
107262990,107261994,Troy University,IDS
105075640,105061781,Troy University,IED
105075640,105061782,Troy University,IED
105075640,105061783,Troy University,IED
105075640,106652160,Troy University,IED
105075639,105061784,Troy University,IED
